File Name,Time Stamp,Storage Group,Sample,Day of Experiment,Ripening Index Classification
Tam_d11_142_b_5,2022-04-14 18:30,Tam,142,11,5
T20_d01_143_a_1,2022-04-04 19:03,T20,143,1,1
T20_d01_143_b_1,2022-04-04 19:03,T20,143,1,1
T20_d02_143_a_2,2022-04-05 14:24,T20,143,2,2
T20_d02_143_b_2,2022-04-05 14:24,T20,143,2,2
T20_d03_143_a_2,2022-04-06 15:19,T20,143,3,2
T20_d03_143_b_2,2022-04-06 15:19,T20,143,3,2
T20_d04_143_a_3,2022-04-07 14:41,T20,143,4,3
T20_d04_143_b_3,2022-04-07 14:41,T20,143,4,3
T20_d05_143_a_4,2022-04-08 16:06,T20,143,5,4
T20_d05_143_b_4,2022-04-08 16:06,T20,143,5,4
T20_d06_143_a_4,2022-04-09 15:46,T20,143,6,4
T20_d06_143_b_4,2022-04-09 15:46,T20,143,6,4
T20_d07_143_a_4,2022-04-10 14:38,T20,143,7,4
T20_d07_143_b_4,2022-04-10 14:38,T20,143,7,4
T20_d08_143_a_4,2022-04-11 15:33,T20,143,8,4
T20_d08_143_b_4,2022-04-11 15:33,T20,143,8,4
T20_d09_143_a_4,2022-04-12 15:05,T20,143,9,4
T20_d09_143_b_4,2022-04-12 15:05,T20,143,9,4
T20_d10_143_a_5,2022-04-13 13:31,T20,143,10,5
T20_d10_143_b_5,2022-04-13 13:31,T20,143,10,5
T20_d11_143_a_5,2022-04-14 16:38,T20,143,11,5
T20_d11_143_b_5,2022-04-14 16:38,T20,143,11,5
Tam_d01_144_a_1,2022-04-03 17:04,Tam,144,1,1
Tam_d01_144_b_1,2022-04-03 17:05,Tam,144,1,1
Tam_d02_144_a_2,2022-04-05 17:54,Tam,144,2,2
Tam_d02_144_b_2,2022-04-05 17:54,Tam,144,2,2
Tam_d03_144_a_2,2022-04-06 17:47,Tam,144,3,2
Tam_d03_144_b_2,2022-04-06 17:47,Tam,144,3,2
Tam_d04_144_a_3,2022-04-07 16:02,Tam,144,4,3
Tam_d04_144_b_3,2022-04-07 16:03,Tam,144,4,3
Tam_d05_144_a_3,2022-04-08 17:36,Tam,144,5,3
Tam_d05_144_b_3,2022-04-08 17:37,Tam,144,5,3
Tam_d06_144_a_4,2022-04-09 17:04,Tam,144,6,4
Tam_d06_144_b_4,2022-04-09 17:04,Tam,144,6,4
Tam_d07_144_a_4,2022-04-10 16:19,Tam,144,7,4
Tam_d07_144_b_4,2022-04-10 16:19,Tam,144,7,4
Tam_d08_144_a_5,2022-04-11 16:57,Tam,144,8,5
Tam_d08_144_b_5,2022-04-11 16:57,Tam,144,8,5
Tam_d09_144_a_5,2022-04-12 16:27,Tam,144,9,5
Tam_d09_144_b_5,2022-04-12 16:28,Tam,144,9,5
Tam_d10_144_a_5,2022-04-13 15:47,Tam,144,10,5
Tam_d10_144_b_5,2022-04-13 15:47,Tam,144,10,5
Tam_d11_144_a_5,2022-04-14 17:11,Tam,144,11,5
Tam_d11_144_b_5,2022-04-14 17:11,Tam,144,11,5
T10_d01_145_a_1,2022-04-04 11:50,T10,145,1,1
T10_d01_145_b_1,2022-04-04 11:50,T10,145,1,1
T10_d02_145_a_1,2022-04-05 11:47,T10,145,2,1
T10_d02_145_b_1,2022-04-05 11:47,T10,145,2,1
T10_d03_145_a_1,2022-04-06 11:04,T10,145,3,1
T10_d03_145_b_1,2022-04-06 11:04,T10,145,3,1
T10_d04_145_a_1,2022-04-07 10:42,T10,145,4,1
T10_d04_145_b_1,2022-04-07 10:42,T10,145,4,1
T10_d05_145_a_1,2022-04-08 11:21,T10,145,5,1
T10_d05_145_b_1,2022-04-08 11:21,T10,145,5,1
T10_d06_145_a_1,2022-04-09 11:38,T10,145,6,1
T10_d06_145_b_1,2022-04-09 11:38,T10,145,6,1
T10_d07_145_a_1,2022-04-10 11:43,T10,145,7,1
T10_d07_145_b_1,2022-04-10 11:43,T10,145,7,1
T10_d08_145_a_2,2022-04-11 11:08,T10,145,8,2
T10_d08_145_b_2,2022-04-11 11:08,T10,145,8,2
T10_d09_145_a_2,2022-04-12 11:23,T10,145,9,2
T10_d09_145_b_2,2022-04-12 11:23,T10,145,9,2
T10_d10_145_a_2,2022-04-13 11:17,T10,145,10,2
T10_d10_145_b_2,2022-04-13 11:17,T10,145,10,2
T10_d11_145_a_2,2022-04-14 11:41,T10,145,11,2
T10_d11_145_b_2,2022-04-14 11:41,T10,145,11,2
T10_d12_145_a_2,2022-04-15 16:09,T10,145,12,2
T10_d12_145_b_2,2022-04-15 16:10,T10,145,12,2
T10_d13_145_a_2,2022-04-16 13:34,T10,145,13,2
T10_d13_145_b_2,2022-04-16 13:34,T10,145,13,2
T10_d14_145_a_2,2022-04-17 15:12,T10,145,14,2
T10_d14_145_b_2,2022-04-17 15:12,T10,145,14,2
T10_d15_145_a_3,2022-04-18 15:38,T10,145,15,3
T10_d15_145_b_3,2022-04-18 15:39,T10,145,15,3
T10_d16_145_a_3,2022-04-19 12:15,T10,145,16,3
T10_d16_145_b_3,2022-04-19 12:15,T10,145,16,3
T10_d17_145_a_3,2022-04-20 12:07,T10,145,17,3
T10_d17_145_b_3,2022-04-20 12:07,T10,145,17,3
T10_d18_145_a_3,2022-04-21 13:37,T10,145,18,3
T10_d18_145_b_3,2022-04-21 13:37,T10,145,18,3
T10_d19_145_a_4,2022-04-22 12:51,T10,145,19,4
T10_d19_145_b_4,2022-04-22 12:51,T10,145,19,4
T10_d20_145_a_4,2022-04-23 12:25,T10,145,20,4
T10_d20_145_b_4,2022-04-23 12:25,T10,145,20,4
T10_d21_145_a_5,2022-04-24 14:37,T10,145,21,5
T10_d21_145_b_5,2022-04-24 14:37,T10,145,21,5
T10_d22_145_a_5,2022-04-25 14:30,T10,145,22,5
T10_d22_145_b_5,2022-04-25 14:30,T10,145,22,5
T10_d23_145_a_5,2022-04-26 11:56,T10,145,23,5
T10_d23_145_b_5,2022-04-26 11:56,T10,145,23,5
T10_d24_145_a_5,2022-04-27 15:13,T10,145,24,5
T10_d24_145_b_5,2022-04-27 15:13,T10,145,24,5
T10_d25_145_a_5,2022-04-28 17:54,T10,145,25,5
T10_d25_145_b_5,2022-04-28 17:54,T10,145,25,5
T10_d26_145_a_5,2022-04-29 14:20,T10,145,26,5
T10_d26_145_b_5,2022-04-29 14:20,T10,145,26,5
T20_d01_146_a_1,2022-04-04 19:35,T20,146,1,1
T20_d01_146_b_1,2022-04-04 19:35,T20,146,1,1
T20_d02_146_a_2,2022-04-05 14:52,T20,146,2,2
T20_d02_146_b_2,2022-04-05 14:52,T20,146,2,2
T20_d03_146_a_2,2022-04-06 14:06,T20,146,3,2
T20_d03_146_b_2,2022-04-06 14:06,T20,146,3,2
T20_d04_146_a_3,2022-04-07 14:06,T20,146,4,3
T20_d04_146_b_3,2022-04-07 14:06,T20,146,4,3
T20_d05_146_a_4,2022-04-08 15:08,T20,146,5,4
T20_d05_146_b_4,2022-04-08 15:08,T20,146,5,4
T20_d06_146_a_4,2022-04-09 15:14,T20,146,6,4
T20_d06_146_b_4,2022-04-09 15:14,T20,146,6,4
T20_d07_146_a_4,2022-04-10 15:21,T20,146,7,4
T20_d07_146_b_4,2022-04-10 15:22,T20,146,7,4
T20_d08_146_a_4,2022-04-11 14:50,T20,146,8,4
T20_d08_146_b_4,2022-04-11 14:51,T20,146,8,4
T20_d09_146_a_5,2022-04-12 15:45,T20,146,9,5
T20_d09_146_b_5,2022-04-12 15:45,T20,146,9,5
T20_d10_146_a_5,2022-04-13 13:03,T20,146,10,5
T20_d10_146_b_5,2022-04-13 13:04,T20,146,10,5
T20_d11_146_a_5,2022-04-14 15:28,T20,146,11,5
T20_d11_146_b_5,2022-04-14 15:28,T20,146,11,5
Tam_d01_147_a_1,2022-04-03 17:05,Tam,147,1,1
Tam_d01_147_b_1,2022-04-03 17:05,Tam,147,1,1
Tam_d02_147_a_1,2022-04-05 17:55,Tam,147,2,1
Tam_d02_147_b_1,2022-04-05 17:55,Tam,147,2,1
Tam_d03_147_a_2,2022-04-06 17:47,Tam,147,3,2
Tam_d03_147_b_2,2022-04-06 17:47,Tam,147,3,2
Tam_d04_147_a_2,2022-04-07 16:03,Tam,147,4,2
Tam_d04_147_b_2,2022-04-07 16:03,Tam,147,4,2
Tam_d05_147_a_3,2022-04-08 17:37,Tam,147,5,3
Tam_d05_147_b_3,2022-04-08 17:37,Tam,147,5,3
Tam_d06_147_a_3,2022-04-09 17:04,Tam,147,6,3
Tam_d06_147_b_3,2022-04-09 17:04,Tam,147,6,3
Tam_d07_147_a_4,2022-04-10 16:19,Tam,147,7,4
Tam_d07_147_b_4,2022-04-10 16:20,Tam,147,7,4
Tam_d08_147_a_4,2022-04-11 16:57,Tam,147,8,4
Tam_d08_147_b_4,2022-04-11 16:57,Tam,147,8,4
Tam_d09_147_a_4,2022-04-12 16:28,Tam,147,9,4
Tam_d09_147_b_4,2022-04-12 16:28,Tam,147,9,4
Tam_d10_147_a_5,2022-04-13 15:47,Tam,147,10,5
Tam_d10_147_b_5,2022-04-13 15:47,Tam,147,10,5
Tam_d11_147_a_5,2022-04-14 18:12,Tam,147,11,5
Tam_d11_147_b_5,2022-04-14 18:13,Tam,147,11,5
T10_d01_149_a_1,2022-04-03 18:19,T10,149,1,1
T10_d01_149_b_1,2022-04-03 18:19,T10,149,1,1
T10_d02_149_a_1,2022-04-05 10:37,T10,149,2,1
T10_d02_149_b_1,2022-04-05 10:37,T10,149,2,1
T10_d03_149_a_1,2022-04-06 10:16,T10,149,3,1
T10_d03_149_b_1,2022-04-06 10:16,T10,149,3,1
T10_d04_149_a_1,2022-04-07 10:14,T10,149,4,1
T10_d04_149_b_1,2022-04-07 10:14,T10,149,4,1
T10_d05_149_a_1,2022-04-08 10:51,T10,149,5,1
T10_d05_149_b_1,2022-04-08 10:51,T10,149,5,1
T10_d06_149_a_1,2022-04-09 10:58,T10,149,6,1
T10_d06_149_b_1,2022-04-09 10:58,T10,149,6,1
T10_d07_149_a_1,2022-04-10 11:00,T10,149,7,1
T10_d07_149_b_1,2022-04-10 11:00,T10,149,7,1
T10_d08_149_a_1,2022-04-11 10:34,T10,149,8,1
T10_d08_149_b_1,2022-04-11 10:34,T10,149,8,1
T10_d09_149_a_2,2022-04-12 10:50,T10,149,9,2
T10_d09_149_b_2,2022-04-12 10:50,T10,149,9,2
T10_d10_149_a_2,2022-04-13 10:47,T10,149,10,2
T10_d10_149_b_2,2022-04-13 10:47,T10,149,10,2
T10_d11_149_a_3,2022-04-14 10:58,T10,149,11,3
T10_d11_149_b_3,2022-04-14 10:59,T10,149,11,3
T10_d12_149_a_3,2022-04-15 17:24,T10,149,12,3
T10_d12_149_b_3,2022-04-15 17:24,T10,149,12,3
T10_d13_149_a_3,2022-04-16 13:17,T10,149,13,3
T10_d13_149_b_3,2022-04-16 13:17,T10,149,13,3
T10_d14_149_a_3,2022-04-17 14:46,T10,149,14,3
T10_d14_149_b_3,2022-04-17 14:46,T10,149,14,3
T10_d15_149_a_3,2022-04-18 14:52,T10,149,15,3
T10_d15_149_b_3,2022-04-18 14:52,T10,149,15,3
T10_d16_149_a_3,2022-04-19 12:41,T10,149,16,3
T10_d16_149_b_3,2022-04-19 12:41,T10,149,16,3
T10_d17_149_a_3,2022-04-20 11:44,T10,149,17,3
T10_d17_149_b_3,2022-04-20 11:44,T10,149,17,3
T10_d18_149_a_4,2022-04-21 12:56,T10,149,18,4
T10_d18_149_b_4,2022-04-21 12:56,T10,149,18,4
T10_d19_149_a_4,2022-04-22 12:23,T10,149,19,4
T10_d19_149_b_4,2022-04-22 12:23,T10,149,19,4
T10_d20_149_a_4,2022-04-23 12:57,T10,149,20,4
T10_d20_149_b_4,2022-04-23 12:57,T10,149,20,4
T10_d21_149_a_5,2022-04-24 13:54,T10,149,21,5
T10_d21_149_b_5,2022-04-24 13:54,T10,149,21,5
T10_d22_149_a_5,2022-04-25 15:00,T10,149,22,5
T10_d22_149_b_5,2022-04-25 15:00,T10,149,22,5
T10_d23_149_a_5,2022-04-26 11:24,T10,149,23,5
T10_d23_149_b_5,2022-04-26 11:24,T10,149,23,5
T10_d24_149_a_5,2022-04-27 14:37,T10,149,24,5
T10_d24_149_b_5,2022-04-27 14:37,T10,149,24,5
T10_d25_149_a_5,2022-04-28 18:22,T10,149,25,5
T10_d25_149_b_5,2022-04-28 18:22,T10,149,25,5
T10_d26_149_a_5,2022-04-29 11:50,T10,149,26,5
T10_d26_149_b_5,2022-04-29 11:50,T10,149,26,5
T20_d01_150_a_1,2022-04-04 19:03,T20,150,1,1
T20_d01_150_b_1,2022-04-04 19:03,T20,150,1,1
T20_d02_150_a_2,2022-04-05 14:24,T20,150,2,2
T20_d02_150_b_2,2022-04-05 14:24,T20,150,2,2
T20_d03_150_a_2,2022-04-06 15:20,T20,150,3,2
T20_d03_150_b_2,2022-04-06 15:20,T20,150,3,2
T20_d04_150_a_2,2022-04-07 14:41,T20,150,4,2
T20_d04_150_b_2,2022-04-07 14:41,T20,150,4,2
T20_d05_150_a_2,2022-04-08 16:06,T20,150,5,2
T20_d05_150_b_2,2022-04-08 16:06,T20,150,5,2
T20_d06_150_a_2,2022-04-09 15:46,T20,150,6,2
T20_d06_150_b_2,2022-04-09 15:47,T20,150,6,2
T20_d07_150_a_3,2022-04-10 14:38,T20,150,7,3
T20_d07_150_b_3,2022-04-10 14:38,T20,150,7,3
T20_d08_150_a_4,2022-04-11 15:34,T20,150,8,4
T20_d08_150_b_4,2022-04-11 15:34,T20,150,8,4
T20_d09_150_a_5,2022-04-12 15:05,T20,150,9,5
T20_d09_150_b_5,2022-04-12 15:05,T20,150,9,5
T20_d10_150_a_5,2022-04-13 13:31,T20,150,10,5
T20_d10_150_b_5,2022-04-13 13:32,T20,150,10,5
T20_d11_150_a_5,2022-04-14 16:38,T20,150,11,5
T20_d11_150_b_5,2022-04-14 16:38,T20,150,11,5
T20_d01_151_a_1,2022-04-04 19:04,T20,151,1,1
T20_d01_151_b_1,2022-04-04 19:04,T20,151,1,1
T20_d02_151_a_2,2022-04-05 14:24,T20,151,2,2
T20_d02_151_b_2,2022-04-05 14:25,T20,151,2,2
T20_d03_151_a_2,2022-04-06 15:20,T20,151,3,2
T20_d03_151_b_2,2022-04-06 15:20,T20,151,3,2
T20_d04_151_a_3,2022-04-07 14:42,T20,151,4,3
T20_d04_151_b_3,2022-04-07 14:42,T20,151,4,3
T20_d05_151_a_4,2022-04-08 16:07,T20,151,5,4
T20_d05_151_b_4,2022-04-08 16:07,T20,151,5,4
T20_d06_151_a_4,2022-04-09 15:47,T20,151,6,4
T20_d06_151_b_4,2022-04-09 15:47,T20,151,6,4
T20_d07_151_a_4,2022-04-10 14:38,T20,151,7,4
T20_d07_151_b_4,2022-04-10 14:38,T20,151,7,4
T20_d08_151_a_4,2022-04-11 15:34,T20,151,8,4
T20_d08_151_b_4,2022-04-11 15:34,T20,151,8,4
T20_d09_151_a_4,2022-04-12 15:06,T20,151,9,4
T20_d09_151_b_4,2022-04-12 15:06,T20,151,9,4
T20_d10_151_a_5,2022-04-13 13:32,T20,151,10,5
T20_d10_151_b_5,2022-04-13 13:32,T20,151,10,5
T20_d11_151_a_5,2022-04-14 16:39,T20,151,11,5
T20_d11_151_b_5,2022-04-14 16:39,T20,151,11,5
T10_d01_152_a_1,2022-04-04 11:51,T10,152,1,1
T10_d01_152_b_1,2022-04-04 11:51,T10,152,1,1
T10_d02_152_a_1,2022-04-05 11:48,T10,152,2,1
T10_d02_152_b_1,2022-04-05 11:48,T10,152,2,1
T10_d03_152_a_1,2022-04-06 11:05,T10,152,3,1
T10_d03_152_b_1,2022-04-06 11:05,T10,152,3,1
T10_d04_152_a_1,2022-04-07 10:43,T10,152,4,1
T10_d04_152_b_1,2022-04-07 10:43,T10,152,4,1
T10_d05_152_a_1,2022-04-08 11:23,T10,152,5,1
T10_d05_152_b_1,2022-04-08 11:23,T10,152,5,1
T10_d06_152_a_1,2022-04-09 11:38,T10,152,6,1
T10_d06_152_b_1,2022-04-09 11:39,T10,152,6,1
T10_d07_152_a_1,2022-04-10 11:44,T10,152,7,1
T10_d07_152_b_1,2022-04-10 11:44,T10,152,7,1
T10_d08_152_a_2,2022-04-11 11:08,T10,152,8,2
T10_d08_152_b_2,2022-04-11 11:09,T10,152,8,2
T10_d09_152_a_2,2022-04-12 11:24,T10,152,9,2
T10_d09_152_b_2,2022-04-12 11:24,T10,152,9,2
T10_d10_152_a_2,2022-04-13 11:18,T10,152,10,2
T10_d10_152_b_2,2022-04-13 11:18,T10,152,10,2
T10_d11_152_a_3,2022-04-14 11:41,T10,152,11,3
T10_d11_152_b_3,2022-04-14 11:42,T10,152,11,3
T10_d12_152_a_3,2022-04-15 16:10,T10,152,12,3
T10_d12_152_b_3,2022-04-15 16:10,T10,152,12,3
T10_d13_152_a_3,2022-04-16 13:35,T10,152,13,3
T10_d13_152_b_3,2022-04-16 13:35,T10,152,13,3
T10_d14_152_a_3,2022-04-17 15:13,T10,152,14,3
T10_d14_152_b_3,2022-04-17 15:13,T10,152,14,3
T10_d15_152_a_3,2022-04-18 15:39,T10,152,15,3
T10_d15_152_b_3,2022-04-18 15:39,T10,152,15,3
T10_d16_152_a_3,2022-04-19 12:16,T10,152,16,3
T10_d16_152_b_3,2022-04-19 12:16,T10,152,16,3
T10_d17_152_a_3,2022-04-20 12:07,T10,152,17,3
T10_d17_152_b_3,2022-04-20 12:07,T10,152,17,3
T10_d18_152_a_3,2022-04-21 13:38,T10,152,18,3
T10_d18_152_b_3,2022-04-21 13:38,T10,152,18,3
T10_d19_152_a_4,2022-04-22 12:52,T10,152,19,4
T10_d19_152_b_4,2022-04-22 12:52,T10,152,19,4
T10_d20_152_a_4,2022-04-23 12:26,T10,152,20,4
T10_d20_152_b_4,2022-04-23 12:26,T10,152,20,4
T10_d21_152_a_4,2022-04-24 14:37,T10,152,21,4
T10_d21_152_b_4,2022-04-24 14:37,T10,152,21,4
T10_d22_152_a_4,2022-04-25 14:30,T10,152,22,4
T10_d22_152_b_4,2022-04-25 14:30,T10,152,22,4
T10_d23_152_a_5,2022-04-26 11:56,T10,152,23,5
T10_d23_152_b_5,2022-04-26 11:56,T10,152,23,5
T10_d24_152_a_5,2022-04-27 15:14,T10,152,24,5
T10_d24_152_b_5,2022-04-27 15:14,T10,152,24,5
T10_d25_152_a_5,2022-04-28 17:54,T10,152,25,5
T10_d25_152_b_5,2022-04-28 17:54,T10,152,25,5
T10_d26_152_a_5,2022-04-29 14:20,T10,152,26,5
T10_d26_152_b_5,2022-04-29 14:20,T10,152,26,5
T20_d01_153_a_1,2022-04-04 19:36,T20,153,1,1
T20_d01_153_b_1,2022-04-04 19:36,T20,153,1,1
T20_d02_153_a_1,2022-04-05 14:53,T20,153,2,1
T20_d02_153_b_1,2022-04-05 14:53,T20,153,2,1
T20_d03_153_a_2,2022-04-06 14:06,T20,153,3,2
T20_d03_153_b_2,2022-04-06 14:06,T20,153,3,2
T20_d04_153_a_2,2022-04-07 14:07,T20,153,4,2
T20_d04_153_b_2,2022-04-07 14:07,T20,153,4,2
T20_d05_153_a_3,2022-04-08 15:08,T20,153,5,3
T20_d05_153_b_3,2022-04-08 15:08,T20,153,5,3
T20_d06_153_a_3,2022-04-09 15:15,T20,153,6,3
T20_d06_153_b_3,2022-04-09 15:15,T20,153,6,3
T20_d07_153_a_4,2022-04-10 15:22,T20,153,7,4
T20_d07_153_b_4,2022-04-10 15:22,T20,153,7,4
T20_d08_153_a_4,2022-04-11 14:51,T20,153,8,4
T20_d08_153_b_4,2022-04-11 14:51,T20,153,8,4
T20_d09_153_a_4,2022-04-12 15:45,T20,153,9,4
T20_d09_153_b_4,2022-04-12 15:45,T20,153,9,4
T20_d10_153_a_5,2022-04-13 13:04,T20,153,10,5
T20_d10_153_b_5,2022-04-13 13:04,T20,153,10,5
T20_d11_153_a_5,2022-04-14 15:30,T20,153,11,5
T20_d11_153_b_5,2022-04-14 15:31,T20,153,11,5
Tam_d01_154_a_1,2022-04-03 17:14,Tam,154,1,1
Tam_d01_154_b_1,2022-04-03 17:15,Tam,154,1,1
Tam_d02_154_a_1,2022-04-05 17:55,Tam,154,2,1
Tam_d02_154_b_1,2022-04-05 17:55,Tam,154,2,1
Tam_d03_154_a_2,2022-04-06 17:48,Tam,154,3,2
Tam_d03_154_b_2,2022-04-06 17:48,Tam,154,3,2
Tam_d04_154_a_2,2022-04-07 16:03,Tam,154,4,2
Tam_d04_154_b_2,2022-04-07 16:03,Tam,154,4,2
Tam_d05_154_a_3,2022-04-08 17:38,Tam,154,5,3
Tam_d05_154_b_3,2022-04-08 17:38,Tam,154,5,3
Tam_d06_154_a_3,2022-04-09 17:04,Tam,154,6,3
Tam_d06_154_b_3,2022-04-09 17:04,Tam,154,6,3
Tam_d07_154_a_4,2022-04-10 16:20,Tam,154,7,4
Tam_d07_154_b_4,2022-04-10 16:20,Tam,154,7,4
Tam_d08_154_a_4,2022-04-11 16:58,Tam,154,8,4
Tam_d08_154_b_4,2022-04-11 16:58,Tam,154,8,4
Tam_d09_154_a_5,2022-04-12 16:28,Tam,154,9,5
Tam_d09_154_b_5,2022-04-12 16:28,Tam,154,9,5
Tam_d10_154_a_5,2022-04-13 15:48,Tam,154,10,5
Tam_d10_154_b_5,2022-04-13 15:48,Tam,154,10,5
Tam_d11_154_a_5,2022-04-14 18:13,Tam,154,11,5
Tam_d11_154_b_5,2022-04-14 18:13,Tam,154,11,5
T20_d01_155_a_1,2022-04-03 19:00,T20,155,1,1
T20_d01_155_b_1,2022-04-03 19:00,T20,155,1,1
T20_d02_155_a_1,2022-04-05 15:22,T20,155,2,1
T20_d02_155_b_1,2022-04-05 15:22,T20,155,2,1
T20_d03_155_a_2,2022-04-06 14:44,T20,155,3,2
T20_d03_155_b_2,2022-04-06 14:44,T20,155,3,2
T20_d04_155_a_2,2022-04-07 13:36,T20,155,4,2
T20_d04_155_b_2,2022-04-07 13:36,T20,155,4,2
T20_d05_155_a_3,2022-04-08 14:26,T20,155,5,3
T20_d05_155_b_3,2022-04-08 14:26,T20,155,5,3
T20_d06_155_a_3,2022-04-09 14:42,T20,155,6,3
T20_d06_155_b_3,2022-04-09 14:43,T20,155,6,3
T20_d07_155_a_4,2022-04-10 15:00,T20,155,7,4
T20_d07_155_b_4,2022-04-10 15:00,T20,155,7,4
T20_d08_155_a_4,2022-04-11 12:54,T20,155,8,4
T20_d08_155_b_4,2022-04-11 12:54,T20,155,8,4
T20_d09_155_a_4,2022-04-12 14:26,T20,155,9,4
T20_d09_155_b_4,2022-04-12 14:26,T20,155,9,4
T20_d10_155_a_5,2022-04-13 12:41,T20,155,10,5
T20_d10_155_b_5,2022-04-13 12:41,T20,155,10,5
T20_d11_155_a_5,2022-04-14 14:58,T20,155,11,5
T20_d11_155_b_5,2022-04-14 14:58,T20,155,11,5
T10_d01_156_a_1,2022-04-03 18:20,T10,156,1,1
T10_d01_156_b_1,2022-04-03 18:20,T10,156,1,1
T10_d02_156_a_1,2022-04-05 10:38,T10,156,2,1
T10_d02_156_b_1,2022-04-05 10:38,T10,156,2,1
T10_d03_156_a_1,2022-04-06 10:16,T10,156,3,1
T10_d03_156_b_1,2022-04-06 10:16,T10,156,3,1
T10_d04_156_a_1,2022-04-07 10:14,T10,156,4,1
T10_d04_156_b_1,2022-04-07 10:14,T10,156,4,1
T10_d05_156_a_1,2022-04-08 10:52,T10,156,5,1
T10_d05_156_b_1,2022-04-08 10:52,T10,156,5,1
T10_d06_156_a_1,2022-04-09 10:58,T10,156,6,1
T10_d06_156_b_1,2022-04-09 10:58,T10,156,6,1
T10_d07_156_a_1,2022-04-10 11:01,T10,156,7,1
T10_d07_156_b_1,2022-04-10 11:01,T10,156,7,1
T10_d08_156_a_1,2022-04-11 10:34,T10,156,8,1
T10_d08_156_b_1,2022-04-11 10:34,T10,156,8,1
T10_d09_156_a_2,2022-04-12 10:50,T10,156,9,2
T10_d09_156_b_2,2022-04-12 10:50,T10,156,9,2
T10_d10_156_a_3,2022-04-13 10:47,T10,156,10,3
T10_d10_156_b_3,2022-04-13 10:47,T10,156,10,3
T10_d11_156_a_3,2022-04-14 10:59,T10,156,11,3
T10_d11_156_b_3,2022-04-14 10:59,T10,156,11,3
T10_d12_156_a_3,2022-04-15 17:24,T10,156,12,3
T10_d12_156_b_3,2022-04-15 17:24,T10,156,12,3
T10_d13_156_a_3,2022-04-16 13:17,T10,156,13,3
T10_d13_156_b_3,2022-04-16 13:17,T10,156,13,3
T10_d14_156_a_3,2022-04-17 14:47,T10,156,14,3
T10_d14_156_b_3,2022-04-17 14:47,T10,156,14,3
T10_d15_156_a_3,2022-04-18 14:53,T10,156,15,3
T10_d15_156_b_3,2022-04-18 14:53,T10,156,15,3
T10_d16_156_a_4,2022-04-19 12:41,T10,156,16,4
T10_d16_156_b_4,2022-04-19 12:41,T10,156,16,4
T10_d17_156_a_4,2022-04-20 11:44,T10,156,17,4
T10_d17_156_b_4,2022-04-20 11:44,T10,156,17,4
T10_d18_156_a_4,2022-04-21 12:56,T10,156,18,4
T10_d18_156_b_4,2022-04-21 12:56,T10,156,18,4
T10_d19_156_a_4,2022-04-22 12:24,T10,156,19,4
T10_d19_156_b_4,2022-04-22 12:24,T10,156,19,4
T10_d20_156_a_4,2022-04-23 12:57,T10,156,20,4
T10_d20_156_b_4,2022-04-23 12:57,T10,156,20,4
T10_d21_156_a_5,2022-04-24 13:54,T10,156,21,5
T10_d21_156_b_5,2022-04-24 13:55,T10,156,21,5
T10_d22_156_a_5,2022-04-25 15:00,T10,156,22,5
T10_d22_156_b_5,2022-04-25 15:00,T10,156,22,5
T10_d23_156_a_5,2022-04-26 11:24,T10,156,23,5
T10_d23_156_b_5,2022-04-26 11:25,T10,156,23,5
T10_d24_156_a_5,2022-04-27 14:38,T10,156,24,5
T10_d24_156_b_5,2022-04-27 14:38,T10,156,24,5
T10_d25_156_a_5,2022-04-28 18:23,T10,156,25,5
T10_d25_156_b_5,2022-04-28 18:23,T10,156,25,5
T10_d26_156_a_5,2022-04-29 11:50,T10,156,26,5
T10_d26_156_b_5,2022-04-29 11:50,T10,156,26,5
Tam_d01_157_a_1,2022-04-04 18:28,Tam,157,1,1
Tam_d01_157_b_1,2022-04-04 18:28,Tam,157,1,1
Tam_d02_157_a_2,2022-04-05 16:44,Tam,157,2,2
Tam_d02_157_b_2,2022-04-05 16:44,Tam,157,2,2
Tam_d03_157_a_2,2022-04-06 18:56,Tam,157,3,2
Tam_d03_157_b_2,2022-04-06 18:56,Tam,157,3,2
Tam_d04_157_a_3,2022-04-07 17:33,Tam,157,4,3
Tam_d04_157_b_3,2022-04-07 17:34,Tam,157,4,3
Tam_d05_157_a_3,2022-04-08 18:39,Tam,157,5,3
Tam_d05_157_b_3,2022-04-08 18:39,Tam,157,5,3
Tam_d06_157_a_4,2022-04-09 17:50,Tam,157,6,4
Tam_d06_157_b_4,2022-04-09 17:50,Tam,157,6,4
Tam_d07_157_a_4,2022-04-10 17:03,Tam,157,7,4
Tam_d07_157_b_4,2022-04-10 17:03,Tam,157,7,4
Tam_d08_157_a_4,2022-04-11 17:58,Tam,157,8,4
Tam_d08_157_b_4,2022-04-11 17:58,Tam,157,8,4
Tam_d09_157_a_5,2022-04-12 17:37,Tam,157,9,5
Tam_d09_157_b_5,2022-04-12 17:37,Tam,157,9,5
Tam_d10_157_a_5,2022-04-13 14:58,Tam,157,10,5
Tam_d10_157_b_5,2022-04-13 14:58,Tam,157,10,5
Tam_d11_157_a_5,2022-04-14 18:30,Tam,157,11,5
Tam_d11_157_b_5,2022-04-14 18:30,Tam,157,11,5
Tam_d01_159_a_1,2022-04-04 18:32,Tam,159,1,1
